13448, interruzione corrente elettrica distribuzione interruzione fornitura energia elettrica lavori manutenzione sostituzione tecnici lavori informazione polizia comune servizi computer energia distribuzione comune informazione disagi azienda zona ,false
13450, sospensione servizio energia elettrica energia elettrica lavori impianti interruzione energia elettrica tensione lavori erogazione energia elettrica informazioni lavori interruzioni servizio distribuzione guasto ,false
13451, linea tensione cavo strada cavo fuoco fiamme paesi luce case impianti impianti danno cabine disagi impianti collegamento energia impianti panico impianti elettrico impianti danni emergenza rottura linea centrale cavo zona case abitazioni cavo venti metri quadri esplosioni fuochi fumo paura vigili fuoco sicurezza zona intervento interventi ripristino impianto lavoro ripristino energia elettrica area luce causa rottura linea danni disservizio cabina cabina tecnici cause guasto luce paesi buio venti impianti corrente linea sbalzo danni guasto sostituzione venti problema raffica impianti servizio emergenza impianti ,true
13453,guasto rete emergenza rubinetti case fiume protezione autobotte autobotte disservizi popolazione enti gestore acqua condotta lavori flusso emergenza acqua secco ,false
13454,guasto rete strada strada causa condotta polizia tecnici acqua intervento traffico zona ,false
13455, linea tensione cavo strada cavo fuoco fiamme paesi luce case impianti impianti danno cabine disagi impianti collegamento energia impianti panico impianti elettrico impianti danni emergenza rottura linea centrale cavo zona case abitazioni cavo venti metri quadri esplosioni fuochi fumo paura vigili fuoco sicurezza zona intervento interventi ripristino impianto lavoro ripristino energia elettrica area luce causa rottura linea danni disservizio cabina cabina tecnici cause guasto luce paesi buio venti impianti corrente linea sbalzo danni guasto sostituzione venti problema raffica impianti servizio emergenza impianti ,true
13456, informazioni guasti rete informazioni servizi luce gas ,false
13457, sospensione servizio sospensione servizio servizio operazioni serbatoi acqua comune intervento interruzione erogazione acqua lavori collegamento rete comune intervento interruzione erogazione acqua zone disagi informazioni servizio rete telefonia informazioni ,false
13458, sospensione servizio ,false
13459,acqua erogazione erogazione lavori rete lavori rete sospensione servizio frazioni lavori urgenza servizio erogazione utenze zone sospensione lavori erogazione acqua zona urgenze reti acqua lavori impianto fornitura zone rete lavori condotta fornitura zone comuni ,false
13461, interruzione energia elettrica carenza territorio interruzione energia elettrica carenza interruzione energia elettrica carenza popolazione interruzione energia elettrica problema causa manutenzione rete elettrica paese interruzione case problema carenza rete serbatoi consorzio comunicazione casa popolazione pressione acqua paese ,false
13462,lavori condotta interruzione servizio zone lavori sostituzione condotta lavori erogazione acqua chiusura condotte acqua abitazioni cali pressione intervento ,false
13463, lavori rete zona lavori rete zona acqua interruzione servizio territorio autobotti fornitura acque lavori manutenzione rete distribuzione comune erogazione zona servizio fornitura autobotti capoluogo zona ripristino servizio fenomeni acqua tempo intervento disagi azienda interruzioni rete ,false
13464,blackout riparazioni emergenza rete elettrica blackout tecnici distribuzione riparazioni energia rete elettrica riparazioni linea interventi riparazione impianti tecnici lavoro province disservizi danni distribuzione intervento servizi danni azienda informazioni aree intervento ,false
13465, interruzione corrente elettrica distribuzione interruzione fornitura energia elettrica lavori manutenzione sostituzione tecnici lavori informazione polizia comune servizi computer energia distribuzione comune informazione disagi azienda zona ,false
13466, interruzione energia elettrica carenza territorio interruzione energia elettrica carenza interruzione energia elettrica carenza popolazione interruzione energia elettrica problema causa manutenzione rete elettrica paese interruzione case problema carenza rete serbatoi consorzio comunicazione casa popolazione pressione acqua paese ,false
13467, interruzione erogazione acqua zone erogazione acqua lavori sospensione erogazione lavori sostituzione condotta incrocio lavori erogazione acqua intervento erogazione disagi acqua tempo intervento approvvigionamenti acqua problema autoclave zone sospensione area cali zona lavori polizia zona strade ,false
13608,sospensione lavori erogazione acqua strade comune tratto tratto tratto ripristino servizio acqua lavori comune acqua lavori acqua strade lavori rete acquedotto sospensione servizio ,false
13468, interruzione energia elettrica carenza territorio interruzione energia elettrica carenza interruzione energia elettrica carenza popolazione interruzione energia elettrica problema causa manutenzione rete elettrica paese interruzione case problema carenza rete serbatoi consorzio comunicazione casa popolazione pressione acqua paese ,false
13469,maltempo temporali vento regione pioggia vento piogge zone regione precipitazioni precipitazione zone vento raffiche raffiche zone raffiche regione vento vento fenomeni disagi danni rotture rami caduta alberi danni strutture trasporto problemi circolazione ponti interruzioni disagi ritardi collegamenti problemi reti distribuzione servizi telefonia informazione protezione comune regione ,true
13470,maltempo vento allerta vento zona comune raffiche pressione calo perturbazione pioggia piogge zone regione precipitazioni zone precipitazione zone temporali temporali zone vento raffiche raffiche zone raffiche regione vento informazioni fenomeni regione informazioni rischi regione rischio vento regione pioggia vento piogge zone regione precipitazioni precipitazione zone vento raffiche raffiche zone raffiche regione vento vento fenomeni disagi danni rotture rami caduta alberi danni strutture trasporto problemi circolazione ponti interruzioni disagi ritardi collegamenti problemi reti distribuzione servizi telefonia informazione protezione comune regione comune notizie ,true
13471, interruzione erogazione acqua zone interruzione erogazione acqua zone interruzione erogazione acqua zone erogazione acqua lavori sospensione erogazione lavori sostituzione condotta incrocio lavori erogazione acqua intervento erogazione disagi acqua tempo intervento approvvigionamenti acqua problema autoclave zone sospensione area cali zona lavori polizia zona strade tratti strade tratto circonvallazione corsie lavori chiusura corsie lavori traffico coda autostrada tempo ,false
13472,lavori acqua disagi causa lavori sospensione case acqua acqua zona zona territorio zona ,false
13474,blackout riparazioni emergenza rete elettrica blackout tecnici distribuzione riparazioni energia rete elettrica riparazioni linea interventi riparazione impianti tecnici lavoro province disservizi danni distribuzione intervento servizi danni azienda informazioni aree intervento ,false
13476, lavori rete elettrica corrente elettrica sicurezza interventi servizio rete energia elettrica comune lavoro rete impianti guasto intervento squadre intervento manutenzione distribuzione zona rete fenomeni rete struttura zona provincia rete distribuzione infrastruttura energia rete rete interventi zona impianti interruzioni energia elettrica disagio servizio lavoro territorio servizio fornitura elettrica energia elettrica centrale servizio territorio ,false
13477, interruzione fornitura elettrica interruzione fornitura elettrica fornitura energia elettrica zone comune lavori manutenzione impianti strade lavori ,false
13478,guasto rete elettrica treni stazioni bus guasto rete elettrica treni stazione guasto rete elettrica disagi circolazione circolazione linea elettrica alimentazione treni servizio circolazione linea ,false
13479, corrente guasto impianti ,false
13480,guasto rete rete rottura sistema rete centrale sistemi interruzione servizi urgenza riparazione disagio ,false
13481,guasto rete elettrica treni stazioni bus guasto rete elettrica treni stazione guasto rete elettrica disagi circolazione circolazione linea elettrica alimentazione treni servizio circolazione linea ,false
